Country Name;Country Code;Indicator Name;Indicator Code;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Namibia;NCL;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.2105;0.2067;0.2268;0.2666;0.2496;0.2895;0.3147;0.3505;0.3851;0.4136;0.5134;0.6017;0.6302;0.6929;0.5811;0.5981;0.7803;0.7741;0.7995;0.82;0.6205;0.5919;0.5613;0.682;0.5715;0.5521;0.6402;0.646;0.6968;0.683;0.6952;0.7001;0.7272;0.7905;0.8265;0.7925;0.7986;0.8642;0.9071;1.1279;1.4323;1.4509;2.0421;2.0232;2.2002;2.1574;2.1494;1.9693;2.0606;2.3194;2.3761;2.5667;2.6332
New Caledonia;NER;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;28.8411;42.623;55.2493;66.4442;84.0074;64.0093;75.2045;66.4697;69.5361;99.4269;89.6017;73.3016;69.883;69.9756;70.2935;73.2124;71.537;67.7303;77.0141;78.6597;74.3807;80.517;88.2282;85.7241;79.8373;87.8138;102.5814;100.8514;91.2462;89.7977;99.4762;105.1478;95.128;105.8153;102.0203;100.0158;90.1441;82.4206;88.3927;78.0337;91.134;100.4065;97.4866;109.7451;116.1493;109.5288;113.4968;112.7966;117.9394;123.3055;116.0733;123.1833;122.7504
Niger;NGA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1.6548;1.6622;1.7159;1.9007;2.0335;2.0177;2.3105;2.8251;2.557;1.6828;1.9693;2.0775;2.0298;2.2009;1.9987;2.0166;2.3849;2.4118;2.1562;1.7159;1.964;1.9748;2.2927;2.2494;2.5587;2.7183;2.8824;3.085;3.5869;3.6184;3.7659;3.9896;4.1266;4.5208;4.6377;4.3999;4.6589;4.827;4.6369;4.5351;4.6577;4.8761;4.8422;4.6315;4.9012;5.4885;5.6013;5.6707;5.1764;5.3118;4.8202;5.4323;5.7344
Nigeria;NIC;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;134.0923;134.4853;150.0524;156.3839;148.3409;140.0589;150.8302;148.546;153.3442;162.7803;155.1679;154.2495;143.9496;139.3731;145.5117;149.7834;152.122;156.3861;156.377;159.608;163.88;169.9525;168.0297;171.5013;172.4146;176.6911;186.976;179.2712;180.0452;175.1619;175.9152;180.5172;180.964;183.4203;185.8911;181.2016;176.7174;177.9351;178.9336;173.665;185.1021;173.0457;170.4764;169.2603;161.8681;169.81;171.23;168.5452;163.2334;157.844;142.2705;144.625;134.6636
Nicaragua;NLD;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;35.9345;34.6586;37.6554;38.2156;36.6582;35.9654;38.1069;39.086;38.0368;40.8404;39.147;35.7026;32.2812;32.161;34.1357;35.0159;37.4177;36.1348;37.1762;36.2521;36.4552;33.9413;36.5775;38.7274;40.6909;40.895;41.2228;43.6179;45.2851;46.9201;42.0541;42.5385;41.7933;44.6803;45.0959;43.519;44.1983;45.0634;45.4758;44.0298;47.1631;46.1207;45.6491;46.232;46.3844;47.225;46.3279;46.3477;45.7485;44.6071;43.3609;44.2428;42.2837
Netherlands;NOR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.2811;0.2821;0.3557;0.4945;0.4911;0.4107;0.3537;0.3967;0.3773;0.5483;0.6118;0.5367;0.6012;0.8276;0.8881;0.6775;0.8959;0.9532;0.9555;0.7678;1.0886;1.3406;1.411;1.5581;1.8967;2.0615;2.1883;2.4174;2.5645;3.3361;3.4193;3.6551;2.9843;3.388;2.9269;3.2758;2.7123;2.7919;3.0854;4.0638;4.7846;5.3604;6.2332;6.2869;7.2908;7.3488;10.8638;13.37;15.2805;13.8878;14.9723;15.7446;15.8473
Norway;NPL;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nepal;NRU;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;14.8687;14.4768;16.6349;18.0251;18.7059;17.627;19.4259;20.0139;19.4132;17.6273;17.624;17.4386;19.1351;19.3408;19.7609;20.2764;19.2919;20.5429;21.7594;22.1469;23.8228;24.513;26.0568;26.0972;26.8338;27.6609;28.6715;30.5836;30.4232;31.9926;32.9467;34.838;35.0338;35.9282;35.5247;36.1872;36.2924;35.0388;36.1512;33.3764;33.4113;32.6476;34.6971;34.5168;35.2338;35.3377;34.7046;36.2127;35.8545;37.5872;34.6784;34.5434;32.3711
Nauru;NZL;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;10293.7608;10179.5014;10655.5429;11227.8021;10979.6871;10603.1318;11238.1442;11464.7587;11608.5074;11882.2797;11530.5891;11239.9279;10848.9334;10797.5881;11148.1374;11235.8734;11217.7563;11482.1718;11833.4645;11999.0682;11892.1976;11909.9372;11910.3126;11998.68;12207.8352;12369.9704;12744.8322;13020.7494;13020.8679;13071.6343;13397.0196;13377.6737;13290.4609;13523.51;13661.9749;13697.9007;13639.2884;13805.127;13455.706;12650.0614;13189.69;12960.6637;12788.9541;12841.8039;12617.4327;12561.1745;12498.1198;12480.6518;12513.6743;12133.8823;11101.5421;11725.8656;11873.8348
New Zealand;OED;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;7.3206;7.3211;7.3293;7.3617;7.7307;25.827;28.755;28.7062;23.7298;21.4044;12.8715;14.3991;12.5448;14.2756;12.2173;9.4993;11.2852;10.9603;12.2124;12.1188;15.5549;18.9685;18.0857;17.1272;16.0286;18.7462;19.805;20.4254;19.8635;22.3708;25.2641;28.3759;30.3525;32.0911;31.6901;32.9434;42.0779;45.4843;44.6484;47.0186;51.4024;59.6481;67.3398;70.533;74.9285;79.2209;81.6285;82.2732;85.246;86.2674;81.9814;88.9643;91.6491
OECD members;OMN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;27.5616;27.8221;30.5748;33.5598;34.7754;35.9814;38.2742;39.811;41.85;43.0736;44.6503;44.0853;44.8979;45.3463;46.2397;46.882;50.229;52.1483;53.6893;54.9177;66.525;64.0094;56.573;54.3757;56.4799;54.7858;57.1239;58.7248;57.6403;57.1917;58.851;60.3341;60.6349;65.3973;66.1192;69.7624;74.579;78.7518;79.9616;76.438;81.6551;81.7247;82.1955;86.0232;87.2092;83.7253;84.302;87.0452;89.0271;84.6237;81.5822;84.3552;84.3815
Oman;OSS;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;17.8472;18.0823;18.6286;19.8104;20.9498;23.2222;22.3847;23.5971;24.74;26.6435;28.2455;30.7768;35.013;36.823;39.6192;43.5974;46.7204;53.8115;57.9107;62.4011;65.4981;66.7323;73.9086;81.5329;83.9806;90.4634;94.1065;97.7797;99.1116;108.5115;109.6798;112.3113;112.8405;116.7722;130.4291;132.7764;143.8631;159.775;155.0884;158.0683;152.1204;153.7653;154.9158;156.5991;165.0367;174.4397;193.2304;210.2887;198.4501;195.4585;193.9608;216.0638;199.3299
Other small states;PAK;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;2.5976;2.6026;2.7976;3.1232;3.1843;3.2576;3.2495;3.2219;3.0637;3.3223;3.1954;2.7761;3.1304;3.5899;2.9979;2.8147;2.9111;3.2207;2.4639;2.5738;2.7182;3.1363;3.7427;3.8251;4.0697;4.3797;4.41;4.6365;5.7173;5.0043;5.1891;6.2025;5.4081;5.4786;5.506;7.099;7.4883;7.4755;7.2555;8.6731;9.1776;9.9955;10.4516;10.2621;10.7718;10.6311;10.6644;10.1457;9.9267;13.1056;9.5971;10.8698;11.384
Pakistan;PAN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;17.4115;17.3743;17.3894;18.4249;19.9823;20.3764;20.8237;20.5177;20.6075;21.4967;22.6144;23.3782;22.9806;19.4963;20.226;19.537;21.2723;23.0045;23.2952;20.9938;20.8331;20.2283;21.1022;22.1528;22.7411;25.859;28.4191;28.3603;27.2638;29.3046;28.9765;26.9289;28.0918;27.5427;31.8107;31.8298;31.4792;34.3648;38.9829;41.9637;45.8354;49.1665;49.1075;50.1197;53.1694;54.7017;57.4518;55.1327;55.2877;58.1542;47.5498;55.7122;61.6104
Panama;PER;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;26.3684;26.6224;27.585;31.2625;29.8141;32.769;32.6726;36.0782;37.3819;40.2363;36.5086;34.4093;34.7904;37.0238;32.8322;32.2361;30.3485;37.0858;38.8138;40.2983;43.552;43.7499;47.4116;51.1147;55.1857;66.3161;69.4804;77.7891;76.2192;74.6865;75.0427;72.385;73.478;75.4786;76.5742;79.5928;71.8075;77.9852;78.6107;79.5128;85.5175;85.1512;90.1255;98.2481;104.7799;113.9087;122.2148;136.584;142.3094;148.8007;136.679;146.1422;155.3809
Peru;PHL;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1.9939;1.9939;1.9939;1.9939;1.9939;1.9939;1.9939;1.9939;1.9939;1.9939;1.9939;2.0239;2.0095;2.0861;2.3071;1.8669;2.0351;2.1334;2.042;2.1324;2.155;2.1389;1.955;2.0008;2.9945;2.3487;2.2106;2.5174;2.2781;2.4191;2.1215;2.3631;1.4439;1.7179;1.5217;1.7341;1.6964;1.3828;1.3976;2.1727;2.1102;2.3692;3.6035;1.8238;1.2676;1.1952;1.1442;1.1962;1.2304;1.2682;1.2762;1.3289;1.3571
Philippines;PLW;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1.1295;1.1296;1.2045;1.4489;1.778;1.4689;1.4473;1.5283;1.5167;1.6298;1.755;1.737;1.7113;1.6922;1.7617;1.9485;1.7316;2.2019;2.0697;2.0461;2.108;2.1036;2.1981;2.1738;2.2103;2.2614;2.3499;2.5296;3.1866;2.5341;3.1932;3.8012;4.2937;4.7605;5.0688;5.4771;5.5423;5.2777;5.1067;5.1014;4.2927;4.5499;4.3289;4.6163;5.5623;6.0611;6.7149;6.5972;6.7629;7.1905;4.4476;4.6129;4.7159
Palau;PNG;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;308.7564;317.2444;330.5238;348.1384;361.3051;376.4548;401.3931;415.7314;443.4332;444.2759;455.4586;418.2137;424.6222;428.2723;443.6616;453.9298;461.6075;477.0559;467.0979;446.4609;370.9895;368.2514;359.3907;359.3034;353.4407;355.8155;370.5151;361.7019;333.201;324.118;312.2992;309.2261;302.3305;315.0757;317.2852;317.0197;330.7233;330.4293;324.7491;311.3923;329.2826;327.0922;319.8054;315.4796;302.9716;306.1332;317.1916;330.7494;330.0904;312.3389;296.3334;327.2258;321.954
Papua New Guinea;POL;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;94.7599;112.7567;128.4568;152.3796;177.1776;155.4286;172.9376;161.1874;169.4456;211.3532;197.6605;163.9304;160.6589;169.3076;175.1971;187.4528;194.1014;190.6265;204.4425;214.592;202.3516;192.6376;221.1653;242.1987;249.5662;260.5653;274.2405;297.4044;263.2476;245.8654;270.8528;290.3412;275.41;277.4834;289.0063;288.6825;283.7552;276.4384;302.5098;308.4831;347.1406;370.6358;390.3006;422.5059;434.1019;439.1338;461.6154;477.3111;499.1065;527.1344;490.0448;521.9818;539.1288
Poland;PRE;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;28.4614;30.546;37.2401;41.5934;39.2791;36.7313;40.2925;45.296;45.95;39.3695;32.2089;27.6716;21.0095;21.33;19.0757;16.6283;20.7694;18.4722;21.5857;22.5199;18.5922;19.1675;19.8958;20.4472;20.9195;21.4115;21.735;22.2787;22.6469;24.342;24.3883;24.1959;19.6765;25.5631;25.7874;25.6939;16.3424;17.2918;14.873;13.4752;12.8695;11.2436;10.8824;10.9327;11.2553;11.4969;10.7149;11.312;13.5137;12.263;12.2967;12.8609;12.6166
Pre-demographic dividend;PRI;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;;75.9806;76.3244;79.299;81.0322;84.1345;87.8532;93.1335;98.3361;103.6662;111.9706;117.8676;120.9785;126.5211;131.0535;135.6404;140.0488;138.3676;133.2464;136.6391;137.6864;131.9645;126.9156;112.2443;104.007;95.1901;89.1009;79.058;76.672;62.8686;68.5664;73.8063;76.673;73.4431;74.9821;76.5246;79.7374;81.2485;67.9857;74.4576;56.8109;53.1091;38.8717;39.6465;28.6105;32.1727;25.9761;29.3319;55.3701;51.1864;56.4071;53.067;54.8308
Puerto Rico; Dem. People's Rep.;PRK;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);16.4753;17.637;17.9654;20.1206;20.2118;21.8083;23.1131;22.8931;23.7741;26.5347;28.1301;29.7967;31.713;30.7743;29.8708;28.452;32.5535;32.6541;33.6958;42.2798;43.7277;45.2262;48.9311;47.8618;49.3008;52.7623;51.0333;53.5636;57.9821;64.6551;64.2078;63.4704;67.649;62.7347;64.4998;67.7504;62.7559;61.2427;59.153;58.3974;53.1664;51.3708;49.7211;48.1165;47.6466;51.674;50.5005;55.117;51.0801;46.4038;40.8004;39.5353;41.2817
Korea;PRT;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.6323;0.6431;0.7003;0.7739;0.7487;0.8032;0.8924;1.2705;1.5267;1.4623;1.4958;1.4446;1.431;1.3937;1.531;1.5282;1.6319;1.8148;2.0479;2.0489;2.181;2.1311;2.5544;2.9118;3.3926;3.8507;3.799;4.2075;4.4083;4.4128;3.6388;3.7753;3.9522;4.0783;4.1254;3.8027;4.0979;3.8918;4.5471;4.6908;5.2207;5.4265;5.3865;5.6275;5.9781;6.7133;7.5879;8.4471;8.7196;8.4965;7.9575;9.9294;9.9326
Paraguay;PSE;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;2.9513;2.9603;3.0251;3.2245;3.4878;3.2337;3.214;3.2859;3.282;3.3747;3.4767;3.569;3.5185;3.4158;3.4538;3.1195;3.2162;3.316;3.2894;3.5152;3.6314;3.4692;3.2668;3.3533;4.4568;3.8281;3.7732;4.197;3.9837;4.1762;4.435;4.7944;3.5963;4.1597;4.408;4.4067;4.5055;3.9734;3.5875;4.2173;4.8136;4.6562;5.8092;4.2232;3.885;3.8963;3.8533;4.1463;4.2996;4.5519;3.929;4.0911;4.1825
West Bank and Gaza;PSS;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;10370.7446;10249.0799;10717.7502;11289.5007;11039.5514;10663.1498;11281.0408;11499.4312;11605.5136;11889.6597;11515.8648;11240.1513;10827.0787;10790.372;11118.1383;11184.0321;11178.0126;11421.6733;11800.3383;11952.0835;11922.6121;11863.7482;11761.6611;11744.0563;11803.3182;11951.8303;12204.8903;12436.9693;12428.2554;12501.144;12784.4534;12789.2575;12689.4081;12913.0004;13004.6221;13001.7188;12888.5826;13023.3661;12661.9424;11823.2707;12331.808;12096.4607;11879.4405;11943.0106;11689.4704;11554.7778;11437.3648;11351.0736;11422.3803;11055.5498;10080.4613;10588.8537;10631.6931
Pacific island small states;PST;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.1416;0.1416;0.151;0.1815;0.2227;0.1841;0.1814;0.1915;0.1901;0.2043;0.2199;0.333;0.4274;0.563;0.7531;0.7223;0.794;0.904;0.8972;0.871;0.8334;0.8418;0.7991;0.7815;0.6507;0.6506;0.6531;0.7074;0.733;0.7114;0.7931;0.9025;0.9409;0.9941;0.9374;0.9998;0.9368;0.9475;0.9719;0.9689;1.0062;0.9767;0.9416;1.0039;0.9946;1.0313;1.0322;1.0264;1.0592;1.112;0.899;0.935;0.9567
Post-demographic dividend;PYF;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;14.7145;18.3101;22.0369;24.6895;20.8301;19.9316;18.6576;16.7061;18.815;17.6133;14.5798;11.8406;12.6516;11.3542;16.3614;15.4611;16.2424;16.4074;16.7639;17.5147;16.9944;18.0391;18.9864;19.4829;20.5178;20.9921;22.7955;27.9142;30.0598;32.5507;31.7716;32.4497;36.2212;38.2895;41.1923;43.5827;49.0111;55.2063;59.7769;61.2409;69.2721;78.2509;81.909;88.873;95.2995;98.8829;100.4703;101.5323;101.1643;102.6446;101.943;106.5491;102.618
French Polynesia;QAT;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;126.3763;126.9731;131.5871;143.9959;145.8072;157.4207;174.8846;182.9671;198.3413;203.3346;200.8334;201.7138;200.582;202.581;200.1988;199.2032;204.9125;212.2715;216.4388;211.456;186.3651;151.1057;135.386;127.3538;124.1521;130.137;133.8852;122.695;107.6391;91.2515;96.1582;102.9616;101.7091;105.8046;103.678;102.361;107.9789;105.3674;103.8612;84.8545;82.3001;88.8281;86.7375;79.0999;78.693;79.9271;78.2478;81.2563;82.3672;80.5788;75.4253;80.1251;77.289
Qatar;ROU;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1413.943;1430.8049;1500.271;1588.8436;1664.4954;1773.1732;1835.1756;1875.0758;1924.9834;1951.7954;2008.6895;2001.8389;2023.4381;2046.4036;2068.2332;2099.3577;2154.9159;2214.2556;2257.4432;2263.9956;2353.9668;2328.6161;2144.7465;1960.8937;1767.0572;1725.0304;1684.0402;1572.8607;1577.6822;1623.0347;1658.7939;1666.4651;1657.09;1718.9829;1719.1019;1719.005;1755.3481;1758.5107;1744.612;1642.9749;1719.8096;1806.4603;1793.6343;1738.0707;1720.489;1726.8321;1700.3653;1730.5225;1806.8014;1877.0238;1789.2514;1932.6954;1909.0393
Romania;RUS;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0697;0.0699;0.0763;0.0797;0.08;0.0958;0.1272;0.1269;0.1422;0.143;0.3383;0.4105;0.421;0.4723;0.4436;0.4638;0.4675;0.4727;0.5455;0.5471;0.553;0.4977;0.499;0.5006;0.4794;0.4704;0.4716;0.4818;0.497;0.5135;0.6805;0.6955;0.8184;0.7083;0.6865;0.7417;0.7443;0.6773;0.6774;0.6952;0.7302;0.7616;0.8462;0.9411;0.957;1.1045;1.2084;1.3093;1.4571;1.5098;1.4415;1.586;1.6264
Russian Federation;RWA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;240.3133;241.0822;250.9574;252.0887;269.0564;287.0914;303.9987;311.392;308.5125;332.1196;346.4131;379.4843;403.009;429.0514;469.2443;493.3408;534.6698;575.5981;611.2468;654.146;688.9828;735.5087;767.6559;806.2048;855.2991;918.3826;962.1356;1011.8707;1037.1626;1110.9622;1148.8652;1173.2323;1213.5116;1252.3113;1353.0218;1409.3731;1503.5225;1639.2388;1731.1948;1880.5111;1984.2442;2103.77;2283.4236;2345.1909;2520.9647;2558.298;2635.3596;2793.39;2931.4052;2893.4919;2660.6293;2895.8965;3045.3918
Rwanda;SAS;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;46.9239;58.0513;75.7978;103.0996;108.3534;88.8606;110.5047;119.2326;127.2238;151.4674;187.3888;173.8604;177.9276;176.9724;136.0943;135.5014;135.6072;147.0403;159.1126;160.3053;173.597;177.2327;190.5712;200.6952;218.3805;216.7761;230.1344;232.8365;249.1073;253.9547;264.8499;275.413;293.3802;307.9214;326.5888;345.9323;366.2985;387.4531;420.0467;443.6227;486.4797;508.763;538.8674;546.7325;585.4596;610.9546;608.9979;602.8419;579.541;579.8861;571.342;590.5825;607.9075
South Asia;SAU;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;3.4371;3.4481;3.6481;4.7929;4.5204;3.5354;3.4187;3.562;3.235;3.3311;3.9298;3.8171;3.9444;3.9863;3.6194;4.2632;4.1567;3.2099;4.6237;4.1647;5.5465;4.9434;4.6814;3.3442;4.915;4.5965;4.5301;5.4777;4.9202;5.4355;5.9809;6.5257;7.972;8.185;9.1382;10.8345;13.2423;14.3488;15.3261;15.875;16.8606;16.188;17.5017;17.5945;18.4964;21.536;23.8669;23.635;23.903;23.7616;22.1132;24.0592;24.5232
Saudi Arabia;SDN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1.349;1.3486;1.431;1.5397;1.6494;1.7993;1.8838;2.0043;1.9596;2.168;2.2433;2.2146;2.1207;2.1124;2.2595;2.337;2.2362;2.253;2.1666;2.2772;2.3648;2.378;2.6134;2.5522;2.6064;2.7544;2.9711;3.2685;3.6675;4.0467;3.9898;4.513;4.6821;4.5434;5.1766;5.7483;5.6142;6.2189;6.4436;6.5922;6.9774;7.4782;7.3632;7.8401;8.3821;9.2176;10.2962;9.9778;10.3232;12.3969;10.7993;11.6774;12.0747
Sudan;SEN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;6.539;6.5622;7.8553;8.7592;9.1489;9.1967;10.0051;11.1019;12.7231;13.6813;13.7293;14.869;15.5214;16.8467;18.0631;18.8654;19.2232;19.5955;22.0769;23.39;31.5805;33.4026;34.1182;39.3865;41.5545;41.25;42.4212;42.0956;40.9666;41.2994;45.3971;45.7791;45.1035;42.329;44.4112;41.6184;41.8542;43.3583;42.92;43.7624;48.8907;51.3439;50.1614;52.6352;53.8747;55.1901;52.9839;56.8974;54.3556;55.9882;53.9382;55.0716;53.4397
Senegal;SGP;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0659;0.0659;0.0703;0.0846;0.1038;0.0858;0.0845;0.0892;0.0886;0.0952;0.1025;0.1447;0.1283;0.1409;0.1259;0.1253;0.0989;0.1312;0.1602;0.1543;0.1561;0.1577;0.1591;0.1557;0.1638;0.157;0.1609;0.1707;0.1769;0.1717;0.2603;0.2779;0.2871;0.296;0.3041;0.3176;0.3173;0.3235;0.3291;0.3401;0.3645;0.3805;0.3788;0.3972;0.3788;0.3422;0.3315;0.3402;0.3574;0.3696;0.2989;0.3108;0.3181
Singapore;SLB;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.3616;0.3618;0.36;0.3725;0.4019;0.4175;0.4328;0.4481;0.4553;0.5251;0.5156;0.4937;0.4946;0.5209;0.4848;0.5383;0.5965;0.8992;0.913;0.8038;0.644;0.8642;0.5347;0.5198;0.5387;0.5778;0.6544;0.6383;0.6714;0.6832;0.4442;0.5551;0.5814;0.6157;0.6172;0.5705;0.7191;0.6725;0.6529;0.6479;0.7159;0.8648;0.9771;1.1179;1.2142;1.0199;1.0269;0.9995;1.0026;0.9604;0.9726;1.0566;1.0997
Solomon Islands;SLE;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1.6012;1.6104;1.8537;2.0204;2.0572;2.3107;2.3482;2.4165;2.5774;2.4012;2.0207;2.016;1.883;1.9464;1.9012;2.0787;2.0616;2.4655;2.4383;2.4322;2.593;3.3077;3.723;4.0445;4.6912;5.1295;4.5672;5.5987;5.867;5.8232;5.7958;6.0335;6.0513;6.577;6.827;7.0305;7.3866;7.7765;7.0862;6.8948;6.7208;7.0198;6.9949;6.6284;6.8083;7.2629;7.3236;6.6285;7.1002;8.1035;6.6591;7.548;7.9724
El Salvador;SMR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.5712;0.5712;0.5684;0.5881;0.6346;0.6596;0.6846;0.7099;0.7224;0.8337;0.8194;0.9116;0.8377;0.8965;0.8943;0.8818;1.0146;1.0418;0.9403;0.8914;0.6398;0.4919;0.3886;0.3974;0.3972;0.4038;0.4209;0.4208;0.4296;0.4379;0.6456;0.6702;0.7408;0.7509;0.7487;0.759;0.7888;0.7968;0.7716;0.7691;0.7959;0.7846;0.7806;0.7788;0.7779;0.8202;0.8098;0.7916;0.8061;0.8319;0.8445;0.9181;0.9406
Somalia;SRB;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;270.8125;284.2335;306.5361;349.3905;378.6506;368.5003;393.2738;384.016;367.2851;403.7263;410.7587;406.8642;406.722;411.5225;431.0146;442.9632;441.1564;458.5328;471.9742;473.5013;479.6043;476.8853;479.4249;477.3124;481.9301;511.7831;545.6789;562.901;565.6317;554.148;569.4515;589.1436;593.0764;628.7082;662.4951;677.555;679.8494;698.1507;736.6963;704.2439;737.3344;738.1886;761.9531;802.8076;835.2031;818.4261;833.3108;844.9502;864.3381;885.429;807.6428;834.0209;827.0293
Serbia;SSA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;270.9194;284.3404;306.6424;349.5006;378.7694;368.6238;393.4018;384.1486;367.4198;403.8819;410.9114;406.9811;406.8214;411.7105;431.2055;443.1629;441.3535;458.827;472.3747;473.8851;479.875;477.2755;479.7537;477.6415;482.259;512.1295;546.0402;563.2841;566.0224;554.5461;570.2313;589.9917;593.8374;629.4717;663.5663;678.5255;680.912;699.0263;737.6279;705.2549;738.2599;738.9662;762.8425;803.6061;836.1355;819.4105;834.3731;846.0387;865.3172;886.4452;808.6739;835.096;828.1244
Sub-Saharan Africa (excluding high income);SSF;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;34.5752;34.8674;38.168;41.6141;42.5304;43.9849;46.0154;47.903;49.8803;51.1512;52.8728;52.0696;52.1993;51.8864;52.9689;53.4356;56.9062;58.9557;60.6615;62.3255;74.003;71.1736;63.2839;61.2058;64.831;62.8267;65.2508;67.6374;66.5917;66.1335;68.4192;70.3122;69.1059;74.3853;75.6412;79.402;84.3124;88.3787;89.4316;86.4855;92.9648;92.3879;94.9189;97.3981;98.5746;95.209;96.578;99.0327;101.4187;98.4186;94.6705;98.6435;98.9553
